request,su,sg,sr,si,sz,PS_g,PS_r,PS_i,PS_z,PS_y
Gaia DR2 3221735473597064960,21.158,20.014,19.515,19.381,19.277,0,0,0,0,0
Gaia DR2 3221744063532438400,21.199,19.64,18.946,18.697,18.597,19.542999,18.930901,18.7321,18.649099,18.579201
Gaia DR2 3222024473357675136,18.933,18.377,18.218,18.198,18.269,18.367599,18.2197,18.2146,18.2815,18.326099
Gaia DR2 3222138444609365248,19.51,18.922,18.665,18.6,18.633,18.8999,18.6845,18.621599,18.631701,18.666
Gaia DR2 3222969370457259648,17.179,16.893,16.867,16.946,17.104,16.882799,16.9032,17.0047,17.120501,17.208799
Gaia DR2 3223564476830329728,18.867,17.897,17.485,17.34,17.3,17.866199,17.5019,17.356199,17.3349,17.347601
Gaia DR2 3224140242966172544,0,0,0,0,0,19.529301,19.1733,19.029699,18.9764,18.997801
Gaia DR2 3224908977688888064,16.513,16.089,16.19,16.395,16.612,16.071699,16.2094,16.393999,16.6003,16.721701
Gaia DR2 3225459317616903168,0,0,0,0,0,19.346399,18.517,18.150801,18.0159,17.938999
Gaia DR2 3225569371860436096,0,0,0,0,0,17.8615,17.8503,17.940701,18.0641,18.135201
Gaia DR2 3225658157424240128,0,0,0,0,0,17.582701,17.5679,17.6227,17.7188,17.796101
Gaia DR2 3225725979251302272,0,0,0,0,0,19.864799,19.3503,19.1509,19.130899,19.084499
Gaia DR2 322577813733826176,0,0,0,0,0,19.191799,18.6444,18.4039,18.306101,18.291901
Gaia DR2 3226053805515578496,0,0,0,0,0,18.508699,18.1159,17.9604,17.927401,17.913799
Gaia DR2 3226519762223501696,17.372,17.49,17.854,18.122,18.469,17.5163,17.8538,18.162001,18.4027,18.6035
Gaia DR2 3226718494654224256,20.168,19.428,19.07,18.971,18.979,19.3885,19.091101,18.9881,18.9478,18.9771
Gaia DR2 3227326352785075072,20.203,19.388,18.947,18.765,18.705,19.3571,18.946501,18.8165,18.7749,18.7666
Gaia DR2 3227446822324601472,14.787,14.623,14.986,15.254,15.568,14.6831,15.008,15.2891,15.5406,15.7094
Gaia DR2 3228023859770327424,15.442,15.157,15.284,15.416,15.64,0,0,0,0,0
Gaia DR2 3228730738371591040,20.177,18.924,18.624,18.586,18.62,18.886499,18.630301,18.6329,18.6775,18.7208
Gaia DR2 3228948132437015552,0,0,0,0,0,18.9494,18.519899,18.348499,18.299999,18.2796
Gaia DR2 3229045645373457280,0,0,0,0,0,19.772499,19.1085,18.855499,18.739799,18.7104
Gaia DR2 3229458030954057216,22.151,20.367,19.443,19.198,19.05,20.127199,19.469,19.1833,19.0641,19.076401
Gaia DR2 3229556024930689024,19.437,18.641,18.26,18.154,18.125,18.6026,18.271299,18.1724,18.1553,18.1425
Gaia DR2 3229873238328746112,22.902,25.114,20.417,19.866,19.68,0,0,0,0,0
Gaia DR2 3230171064244273024,19.722,18.681,18.459,18.452,18.562,18.6572,18.468599,18.486401,18.541,18.607901
Gaia DR2 3231208075508427648,0,0,0,0,0,19.539499,18.958799,18.7232,18.6208,18.603001
Gaia DR2 3231500000140463360,19.035,18.328,18.032,17.929,17.962,18.2838,18.0126,17.929001,17.937201,17.9645
Gaia DR2 3231605067925766144,0,0,0,0,0,19.9821,19.536699,19.3018,19.2761,19.2766
Gaia DR2 3231702860037325824,19.176,18.464,18.193,18.082,18.152,18.4524,18.2178,18.1409,18.169001,18.198099
Gaia DR2 3232422078080992768,0,0,0,0,0,19.4508,18.840401,18.5977,18.5261,18.4972
Gaia DR2 3233757499375410816,22.723,20.717,19.974,19.675,19.51,0,0,0,0,0
Gaia DR2 3234228090352921472,0,0,0,0,0,17.2703,17.092899,17.0737,17.133101,17.161699
Gaia DR2 3234283134653074816,0,0,0,0,0,18.4105,18.2152,18.1509,18.187401,18.1936
Gaia DR2 3234395078681331840,18.614,18.278,18.208,18.232,18.447,18.299101,18.2141,18.2654,18.3582,18.4224
Gaia DR2 3234468574161784448,0,0,0,0,0,0,0,0,0,0
Gaia DR2 3234726860609678720,0,0,0,0,0,0,0,0,0,0
Gaia DR2 3234818257515161856,0,0,0,0,0,14.9456,15.2671,15.5668,15.8219,15.9972
Gaia DR2 3234960571255236096,0,0,0,0,0,18.872299,18.6894,18.682199,18.748899,18.842501
Gaia DR2 3235222289381375872,0,0,0,0,0,0,0,0,0,0
Gaia DR2 323578506753737856,22.741,20.706,19.861,19.548,19.417,0,0,0,0,0
Gaia DR2 323578506753738240,22.093,20.358,19.594,19.295,19.166,0,0,0,0,0
Gaia DR2 3235993150111995392,22.337,20.399,19.565,19.313,19.258,0,0,0,0,0
Gaia DR2 3236259854698180480,17.808,17.723,17.544,17.662,17.846,17.503901,17.593,17.687099,17.815901,17.9196
Gaia DR2 3236884819682654848,19.845,18.388,17.803,17.577,17.554,18.309099,17.805901,17.589701,17.5285,17.370501
Gaia DR2 3238080302355383936,0,0,0,0,0,16.243401,16.4879,16.737301,16.9697,17.110901
Gaia DR2 3238278725548500992,0,0,0,0,0,0,0,0,0,0
Gaia DR2 3238395381157771904,0,0,0,0,0,17.978001,17.8318,17.814699,17.851999,17.9111
Gaia DR2 3238433859767340288,0,0,0,0,0,0,0,0,0,0
Gaia DR2 3238868098140387840,0,14.05,14.45,14.77,0,14.09000015,14.42920017,14.73260021,14.99940014,15.17029953
Gaia DR2 3238868171156736768,0,0,0,0,0,0,0,0,0,0
Gaia DR2 3238897406997835648,0,0,0,0,0,0,0,0,0,0
Gaia DR2 3239578520091272320,0,0,0,0,0,16.8046,16.868999,17.0082,17.1749,17.276501
Gaia DR2 3239803099636898944,0,0,0,0,0,0,0,0,0,0
Gaia DR2 3240779397244096128,0,0,0,0,0,17.243999,17.2355,17.291901,17.379101,17.447001
Gaia DR2 3240901820991551744,0,0,0,0,0,17.5921,17.677999,17.7995,17.9464,18.077499
Gaia DR2 3241191056972248064,0,0,0,0,0,0,0,0,0,0
Gaia DR2 3241377183676037120,0,0,0,0,0,15.8287,16.093599,16.382299,16.620501,16.7859
Gaia DR2 3241526030062069120,0,0,0,0,0,16.9193,16.829599,16.8316,16.8999,16.974899
Gaia DR2 3241759195246205056,0,0,0,0,0,0,0,0,0,0
Gaia DR2 3242117979634210816,0,0,0,0,0,0,0,0,0,0
Gaia DR2 3242153305741855744,0,0,0,0,0,16.022,15.796,15.721,15.738,15.754
Gaia DR2 3242395606321291136,0,0,0,0,0,16.745899,16.888599,17.052299,17.237101,17.3708
Gaia DR2 3243025592123775104,0,0,0,0,0,0,0,0,0,0
Gaia DR2 324340811909560448,23.828,20.725,19.87,19.514,19.212,0,0,0,0,0
Gaia DR2 3243520063118545408,18.822,18.199,17.936,17.836,17.854,18.155701,17.9459,17.865999,17.9102,17.904699
Gaia DR2 3244162250924266880,22.924,21.08,20.282,20.078,19.809,0,0,0,0,0
Gaia DR2 3246152023374303104,17.032,16.821,16.846,16.98,17.133,16.8251,16.864,16.9974,17.125299,17.243999
Gaia DR2 3246177587019563008,0,0,0,0,0,17.3953,17.42,17.5543,17.7026,17.804501
Gaia DR2 3247469062209123072,19.402,18.741,18.503,18.449,18.493,18.7115,18.5187,18.465401,18.482599,18.472601
Gaia DR2 3247469130928600960,21.38,19.912,19.328,19.112,19.002,0,0,0,0,0
Gaia DR2 3247999993180754048,0,0,0,0,0,19.709499,18.9512,18.6154,18.5203,18.4559
Gaia DR2 3248429932292652416,0,0,0,0,0,18.5816,17.7647,17.430201,17.289101,17.2558
Gaia DR2 3249114137765329920,0,0,0,0,0,18.901899,18.507401,18.314899,18.2656,18.246401
Gaia DR2 3249479592234269056,0,0,0,0,0,18.5851,17.735001,17.381001,17.2418,17.1828
Gaia DR2 3249479592235301376,0,0,0,0,0,17.721201,17.125999,16.881001,16.7824,16.749901
Gaia DR2 3249530307209336832,0,0,0,0,0,17.045,17.122999,17.2689,17.4186,17.5382
Gaia DR2 3249657094642979840,0,0,0,0,0,0,0,0,0,0
Gaia DR2 3249740657527506048,0,0,0,0,0,15.22980022,15.40559959,15.62520027,15.83049965,15.97850037
Gaia DR2 3249816936145851008,0,0,0,0,0,0,0,0,0,0
Gaia DR2 3251139476835029504,0,0,0,0,0,0,0,0,0,0
Gaia DR2 3251244858154433536,13.372,13.738,14.273,14.628,14.98,13.83080006,14.28989983,14.67780018,14.97200012,15.16800022
Gaia DR2 325134624944612992,18.311,17.844,17.729,17.7,17.773,17.820999,17.713301,17.711901,17.777599,17.7847
Gaia DR2 3251372053609078400,23.19,20.631,19.693,19.37,19.173,0,0,0,0,0
Gaia DR2 3251618000616770560,18.12,17.441,17.163,17.082,17.122,17.42519951,17.15990067,17.10549927,17.11100006,17.1317997
Gaia DR2 3251748915515143296,0,0,0,0,0,15.4939003,15.75559998,16.02079964,16.2609005,16.39929962
Gaia DR2 3251942081669060992,0,0,0,0,0,19.936501,18.9503,18.6364,18.7873,19.1439
Gaia DR2 3252397558658251264,0,0,0,0,0,18.979601,18.592899,18.485001,18.4541,18.4751
Gaia DR2 3252915149459995136,0,0,0,0,0,19.6821,18.9841,18.732,18.6089,18.5371
Gaia DR2 3253038260402114944,0,0,0,0,0,17.8365,17.823299,17.9375,18.056801,18.124001
Gaia DR2 3254081490778611584,18.45,17.971,17.837,17.803,17.92,17.9753,17.831699,17.8396,17.8997,17.9468
Gaia DR2 3254857814706920064,20.628,19.666,19.203,19.041,18.936,19.577999,19.2089,19.0284,18.9958,19.0207
Gaia DR2 3254930932230273664,19.244,18.483,18.325,18.336,18.459,18.501301,18.352301,18.3925,18.439501,18.5119
Gaia DR2 3256598792586547584,18.094,17.364,16.994,16.866,16.833,17.323,17.006,16.873,16.852,16.848
Gaia DR2 325863876032137088,0,0,0,0,0,18.609301,18.2248,18.084,18.034599,18.009899
Gaia DR2 3258803347758982400,0,0,0,0,0,0,0,0,0,0
Gaia DR2 3259405227298444544,0,0,0,0,0,0,0,0,0,0
Gaia DR2 3259910246732532992,0,0,0,0,0,18.105499,18.08,18.112499,18.2054,18.2859
Gaia DR2 3260083965272439936,0,0,0,0,0,19.246599,18.6833,18.444799,18.380301,18.346201
Gaia DR2 3260907808719363072,0,0,0,0,0,18.683201,18.3776,18.3137,18.325899,18.3099
Gaia DR2 3260923167522428160,0,0,0,0,0,0,0,0,0,0
Gaia DR2 3261358750220612736,0,0,0,0,0,17.663601,17.641001,17.6758,17.737101,17.7092
Gaia DR2 3261444817070147968,0,0,0,0,0,19.0037,18.529699,18.5247,18.66,18.7617
Gaia DR2 3262366899304566272,0,0,0,0,0,15.97550011,16.16069984,16.38419914,16.59410095,16.75519943
Gaia DR2 3262674487682440448,15.00185,14.58495,14.84438,15.04982,15.30069,14.6111002,14.84819984,15.08080006,15.29209995,15.43159962
Gaia DR2 3262723514733841792,21.626,20.322,19.597,19.373,19.153,0,0,0,0,0
Gaia DR2 3263484003117848832,17.7767,17.2232,17.07194,17.04731,17.0807,17.232,17.078,17.053,17.104,17.148
Gaia DR2 3264551560189562112,17.05,16.53,16.45,16.38,16.48,16.53800011,16.43280029,16.39839935,16.48609924,16.56399918
Gaia DR2 3264828357946121984,20.69083,19.76518,19.32728,19.16923,19.08492,19.71949959,19.33959961,19.19009972,19.14189911,19.12700081
Gaia DR2 3265259057266991360,0,0,0,0,0,19.0459,18.7542,18.6175,18.5861,18.5923
Gaia DR2 3266576684513815168,18.29653,17.85362,17.81187,17.84096,17.99485,17.85199928,17.81290054,17.86870003,17.96590042,18.03569984
Gaia DR2 3266873724451739776,19.23596,18.1995,17.70678,17.48446,17.43299,18.158,17.715,17.532,17.482,17.475
Gaia DR2 3267081566509086592,18.79289,18.33297,18.23563,18.21257,18.24054,18.31310081,18.22559929,18.24720001,18.28829956,18.34210014
Gaia DR2 3268326733363581696,0,0,0,0,0,18.7717,18.429899,18.2995,18.2894,18.284599
Gaia DR2 3270079526697712768,0,0,0,0,0,16.859,16.243,15.98,15.901,15.873
Gaia DR2 3271928218059627776,0,0,0,0,0,0,0,0,0,0
Gaia DR2 3273081120426349568,21.992,20.252,19.502,19.208,19.133,20.0989,19.484501,19.205601,19.146,19.0667
Gaia DR2 327331895853641344,0,0,0,0,0,0,0,0,0,0
Gaia DR2 3273645105468368000,0,0,0,0,0,16.61339951,16.7166996,16.87490082,17.03070068,17.15819931
Gaia DR2 3274761620869767168,17.09,16.71,16.7,16.75,16.88,16.70639992,16.7010994,16.77070045,16.88299942,16.98180008
Gaia DR2 3275218193073023360,19.92,19.32,19.016,18.993,18.96,0,0,0,0,0
Gaia DR2 3275831823640648192,19.48,18.851,18.58,18.481,18.458,18.778999,18.5728,18.510099,18.538099,18.558599
Gaia DR2 3275979398716956160,21.832,20.083,19.54,19.383,19.368,0,0,0,0,0
Gaia DR2 3276414466021403264,18.636,18.191,18.051,18.06,18.15,18.1665,18.053301,18.070101,18.143499,18.181
Gaia DR2 3277392584693370240,0,0,0,0,0,0,0,0,0,0
Gaia DR2 3278155091710087040,21.183,19.576,18.866,18.62,18.495,19.459499,18.869101,18.625799,18.545,18.4615
Gaia DR2 3278265322048450944,0,0,0,0,0,17.5728,17.5877,17.6677,17.7894,17.861401
Gaia DR2 3278602386784473472,24.641,19.14,18.449,18.242,18.553,0,0,0,0,0
Gaia DR2 3278914205706332928,17.245,16.813,16.901,17.007,17.196,16.8244,16.9198,17.062,17.212601,17.3412
Gaia DR2 3279959050988934400,0,0,0,0,0,19.414,18.768801,18.492399,18.4009,18.3382
Gaia DR2 3279959050988935040,0,0,0,0,0,19.185499,18.6679,18.437799,18.394899,18.4585
Gaia DR2 328009783428208256,0,0,0,0,0,15.4736,15.8798,16.2526,16.5578,16.796301
Gaia DR2 3282023517214000000,0,0,0,0,0,19.623199,19.0886,18.829901,18.742001,18.693399
Gaia DR2 3282093301842469376,0,0,0,0,0,17.495,16.866,16.621,16.535,16.488
Gaia DR2 3282724696394667008,0,0,0,0,0,19.124201,18.917601,18.880301,18.915001,18.9174
Gaia DR2 3283512672571389824,0,0,0,0,0,17.837099,17.5114,17.383499,17.367201,17.3533
Gaia DR2 328360768156457216,0,0,0,0,0,16.034901,16.0063,16.073601,16.180599,16.2598
Gaia DR2 3283769885276332416,0,0,0,0,0,0,0,0,0,0
Gaia DR2 3283853143218651264,0,0,0,0,0,17.508,16.833,16.554,16.459,16.424
Gaia DR2 3285329611240097920,21.311,19.769,19.099,18.853,18.746,19.6978,19.117399,18.8846,18.816099,18.7416
Gaia DR2 3286699293490332672,20.474,19.672,19.266,19.071,19.064,19.610001,19.2691,19.1371,19.139999,19.081301
Gaia DR2 3287289048334694144,22.41,20.123,19.047,18.605,18.524,19.9702,19.045401,18.616301,18.443399,18.2707
Gaia DR2 3287489258235171328,21.676,20.314,19.507,19.22,19.075,0,0,0,0,0
Gaia DR2 3287572241298462848,22.849,21.591,20.421,19.936,19.774,0,0,0,0,0
Gaia DR2 3287636940687565824,0,0,0,0,0,15.6476,15.7627,15.9276,16.1026,16.215
Gaia DR2 3290811226460959360,0,0,0,0,0,18.720301,18.393801,18.265301,18.2584,18.241501
Gaia DR2 329127810659086208,0,0,0,0,0,18.6355,18.3395,18.237301,18.242201,18.242201
Gaia DR2 3291925615855244416,0,0,0,0,0,19.370899,18.8986,18.693399,18.5935,18.608601
Gaia DR2 3292685210887016192,17.845,17.119,16.81,16.71,16.704,17.094,16.811,16.712,16.708,16.728
Gaia DR2 3293451020735654272,17.249,17.087,17.162,17.299,17.449,17.123199,17.169901,17.2988,17.4627,17.559401
Gaia DR2 3293635012838798464,18.985,18.483,18.259,18.205,18.228,18.452999,18.2995,18.247499,18.2726,18.289801
Gaia DR2 3293912089768428160,21.946,20.059,19.339,19.115,18.896,19.9799,19.383801,19.126301,18.9881,18.9025
Gaia DR2 3294248609046258048,14.169,13.761,14.145,15.074,15.263,0,0,0,0,0
Gaia DR2 3294448788882563968,0,0,0,0,0,20.1675,19.663601,19.426001,19.354,19.3374
Gaia DR2 3294543969653440256,0,0,0,0,0,0,0,0,0,0
Gaia DR2 329499479948863488,0,0,0,0,0,20.038,19.4104,19.1444,19.0336,18.920799
Gaia DR2 3295332796231463168,19.432,18.855,18.607,18.526,18.68,18.8179,18.5788,18.556101,18.4506,18.3613
Gaia DR2 3297249936488848384,15.701,15.256,15.45182,15.651,15.891,15.27770042,15.47319984,15.69540024,15.91390038,16.06889915
Gaia DR2 3297934275101681280,0,0,0,0,0,19.6922,19.2311,19.0399,19.0054,18.976299
Gaia DR2 32983321608967168,0,0,0,0,0,18.4893,18.4114,18.4347,18.5277,18.514099
Gaia DR2 3298487054572576768,0,0,0,0,0,19.3312,18.802401,18.591101,18.504801,18.4645
Gaia DR2 3298772725735023744,0,0,0,0,0,17.627899,17.715099,17.8701,18.0201,18.164
Gaia DR2 3299044678766326912,21.71,19.801,19.09,18.861,18.703,20.9466,19.1245,18.891001,18.749599,20.147301
Gaia DR2 3299310245184759808,0,0,0,0,0,18.007099,17.8589,17.839701,17.859699,17.9347
Gaia DR2 3299534957873337088,0,0,0,0,0,0,0,0,0,0
Gaia DR2 3300472360255236736,0,0,0,0,0,18.8993,18.205,17.8853,17.802099,17.7784
Gaia DR2 3300838845520683008,0,0,0,0,0,17.532101,17.4944,17.520201,17.632099,17.6735
Gaia DR2 3301217592917972864,0,0,0,0,0,0,0,0,0,0
Gaia DR2 3301319572621418368,0,0,0,0,0,16.129,15.693,15.488,15.444,15.428
Gaia DR2 3301757826787132032,0,0,0,0,0,19.696899,19.2087,18.9939,18.9571,18.900801
Gaia DR2 3302079433938683136,0,0,0,0,0,17.572201,17.5152,17.5541,17.629999,17.6661
Gaia DR2 3302846072717868416,0,0,0,0,0,14.46370029,14.68239975,14.94929981,15.18330002,15.34360027
Gaia DR2 3302867234019572864,0,0,0,0,0,17.531799,17.1943,17.054199,17.0343,17.042
Gaia DR2 3303137301563100544,20.59,19.559,19.173,19.032,19.028,0,0,0,0,0
Gaia DR2 3303258492657447296,21.231,19.451,18.614,18.313,18.177,19.2927,18.624701,18.3169,18.2313,18.188999
Gaia DR2 3303672798085957888,0,0,0,0,0,19.9468,19.3613,19.130699,19.0758,18.9918
Gaia DR2 3305474760206403200,19.707,18.731,18.298,18.131,18.124,18.6612,18.2967,18.083099,18.061399,18.030899
Gaia DR2 3305539631390995200,21.315,19.972,19.313,19.064,18.961,0,0,0,0,0
Gaia DR2 3305693425580086912,18.478,18.145,18.088,18.158,18.229,18.162001,18.1068,18.185699,18.2964,18.3585
Gaia DR2 3305972018634634880,0,0,0,0,0,16.92329979,17.01429939,17.14909935,17.29879951,17.42900085
Gaia DR2 3306516925429013248,0,0,0,0,0,18.552601,18.342199,18.3183,18.3344,18.3778
Gaia DR2 330661599315957504,0,0,0,0,0,18.070601,17.6675,17.5112,17.475901,17.4629
Gaia DR2 330668226449237760,0,0,0,0,0,0,0,0,0,0
Gaia DR2 3306722607119077120,0,14.06,14.47,14.78,0,14.08059978,14.44589996,14.76420021,15.02900028,15.20339966
Gaia DR2 3307009304776119936,0,15.62,15.28,15.25,0,15.567,15.289,15.188,15.203,15.222
Gaia DR2 3307769750209373696,0,0,0,0,0,19.3748,18.681499,18.4009,18.2946,18.2724
Gaia DR2 3308403897837092992,0,0,0,0,0,0,0,0,0,0
Gaia DR2 3308815110889737344,0,0,0,0,0,19.509701,18.833599,18.571301,18.4496,18.421801
Gaia DR2 3309663491486629248,0,0,0,0,0,17.660801,17.604,17.6154,17.7124,17.7822
Gaia DR2 3311813685256807040,19.555,18.838,18.472,18.37,18.355,18.8006,18.496799,18.385799,18.382601,18.4028
Gaia DR2 3312002496315376640,0,0,0,0,0,16.712799,16.9105,17.1481,17.3878,17.522699
Gaia DR2 3312860733860742272,0,0,0,0,0,16.5371,16.525101,16.577801,16.6826,16.7747
Gaia DR2 331355288075289472,0,0,0,0,0,18.7344,18.0818,17.8349,17.747299,17.7143
Gaia DR2 3313714023603261568,0,13.9,14.29,14.61,0,13.89159966,14.27060032,14.60519981,14.88389969,15.06389999
Gaia DR2 3313742056853382144,18.232,17.694,17.486,17.441,17.474,17.6665,17.4828,17.454901,17.522499,17.5483
Gaia DR2 3313861186362477824,18.781,18.123,17.888,17.827,17.824,18.093901,17.877701,17.847,17.903799,17.9041
Gaia DR2 331467949360643200,0,0,0,0,0,19.1985,18.950899,18.878,18.9021,18.9405
Gaia DR2 3314967982254800896,21.267,19.978,19.44,19.236,19.136,0,0,0,0,0
Gaia DR2 3315330438840951552,0,0,0,0,0,15.8279,16.093201,16.357201,16.556,16.732599
Gaia DR2 3315373564607614208,0,0,0,0,0,15.9001,15.956,16.106701,16.2477,16.3214
Gaia DR2 3315967953720905216,14.633,14.724,15.122,15.443,15.711,14.7784,15.1421,15.4636,15.7308,15.901
Gaia DR2 3316000080076232960,0,0,0,0,0,16.685101,16.85,17.019501,17.187599,17.3335
Gaia DR2 3316555604029932928,21.225,19.259,18.355,18.012,17.829,19.1553,18.3841,18.053499,17.937799,17.904499
Gaia DR2 3317636703137518208,0,0,0,0,0,0,0,0,0,0
Gaia DR2 3317669890345215744,0,0,0,0,0,18.9744,18.655701,18.534,18.543301,18.5324
Gaia DR2 3318030740614678144,0,0,0,0,0,18.395901,18.182699,18.1374,18.157801,18.239901
Gaia DR2 3318463707678938368,17.218,16.791,16.872,16.948,17.099,16.802999,16.8668,16.9956,17.170601,17.3039
Gaia DR2 3318722672728544384,19.279,18.684,18.43,18.382,18.392,18.667,18.428499,18.3839,18.427799,18.445499
Gaia DR2 3319426463252487424,23.235,20.702,19.616,19.172,19.007,0,0,0,0,0
Gaia DR2 3319879122738292736,18.733,18.239,18.109,18.088,18.189,18.248199,18.121901,18.1178,18.225,18.097099
Gaia DR2 3320336687079870848,0,0,0,0,0,19.371401,19.038799,18.893999,18.8974,18.898701
Gaia DR2 3321431014682434176,16.643,16.215,16.312,16.484,16.687,16.2195,16.343399,16.512501,16.7036,16.801201
Gaia DR2 3321844289319037312,0,0,0,0,0,18.815599,18.334,18.1154,18.0791,18.013399
Gaia DR2 3322260454472532224,0,0,0,0,0,18.410601,18.2206,18.121099,18.138901,18.304899
Gaia DR2 3322546396213589760,0,0,0,0,0,18.1868,18.0012,18.0093,18.0762,18.126801
Gaia DR2 3323096740438265728,0,0,0,0,0,18.8377,18.572901,18.461201,18.4429,18.4128
Gaia DR2 3324181683539044224,17.576,16.626,16.221,16.08,16.056,16.598,16.231,16.092,16.062,16.055
Gaia DR2 332463900735873280,0,0,0,0,0,18.4359,18.206499,18.1397,18.168301,18.2013
Gaia DR2 3324963367588643968,16.705,16.295,16.359,16.499,16.668,16.2677,16.374599,16.5406,16.6922,16.7896
Gaia DR2 3325306582725392000,0,0,0,0,0,18.0257,17.6488,17.510099,17.489,17.4767
Gaia DR2 3326650224581677312,17.529,16.738,16.403,16.286,16.281,16.730801,16.421801,16.357201,16.3116,16.318001
Gaia DR2 3327488430402704000,0,0,0,0,0,16.56010056,16.58880043,16.69580078,16.83440018,16.92410088
Gaia DR2 3327647271174824704,19.469,18.967,18.806,18.774,18.829,18.964199,18.8591,18.8067,18.8694,18.8517
Gaia DR2 3327735850578745088,0,0,0,0,0,13.65380001,14.03639984,14.38990021,14.66329956,14.84770012
Gaia DR2 3328058591603302784,0,0,0,0,0,17.3186,17.324699,17.4226,17.549801,17.6737
Gaia DR2 332820971434386432,0,0,0,0,0,14.59599972,14.6111002,14.71860027,14.83320045,14.92029953
Gaia DR2 3328211767314219136,0,0,0,0,0,18.632299,18.429899,18.384701,18.4179,18.4783
Gaia DR2 3329120036933913984,0,0,0,0,0,0,0,0,0,0
Gaia DR2 3329569015639064192,0,0,0,0,0,17.169,16.843,16.717,16.686,16.698
Gaia DR2 3329891756660774656,0,0,0,0,0,19.539499,19.055401,18.8627,18.8016,18.795799
Gaia DR2 3330014107393211264,0,0,0,0,0,18.084,18.0693,18.115601,18.206499,18.252899
Gaia DR2 333010327952701696,0,0,0,0,0,14.587,14.458,14.484,14.49,14.531
Gaia DR2 3330320390098370432,0,0,0,0,0,18.425301,18.2122,18.152399,18.1593,18.1756
Gaia DR2 3330351279502287616,0,0,0,0,0,0,0,0,0,0
Gaia DR2 3330957870623351424,0,0,0,0,0,16.178301,16.392599,16.476299,16.5578,16.6521
Gaia DR2 3331035557987931776,0,0,0,0,0,18.225,17.785601,17.575001,17.527901,17.5112
Gaia DR2 333157692573502080,0,0,0,0,0,19.315001,18.644501,18.3452,18.2451,18.212999
Gaia DR2 3332363385783544192,0,0,0,0,0,16.4373,16.3575,16.384701,16.448299,16.4303
Gaia DR2 3332506395312606208,0,0,0,0,0,18.4844,18.1579,18.061399,18.057699,18.0819
Gaia DR2 3332761855668238464,18.108,17.791,17.804,17.865,18.005,17.812,17.8223,17.878,17.976999,18.0707
Gaia DR2 3333336968968120576,0,0,0,0,0,0,0,0,0,0
Gaia DR2 3333427648612765440,0,0,0,0,0,0,0,0,0,0
Gaia DR2 3333830379107891968,17.126,16.645,16.622,16.664,16.798,16.669001,16.631201,16.6819,16.779699,16.8465
Gaia DR2 3333971597632801920,0,0,0,0,0,15.4795,15.7637,16.0313,16.2906,16.4487
Gaia DR2 3334379344646313088,0,0,0,0,0,17.686899,17.427,17.3461,17.357,17.3599
Gaia DR2 3334380100562482432,0,0,0,0,0,17.0921,17.0072,17.0313,17.1157,17.1945
Gaia DR2 3335232286495908992,0,0,0,0,0,16.8263,17.0137,17.2384,17.4345,17.6052
Gaia DR2 3335504587422612736,0,0,0,0,0,18.590599,18.4095,18.362801,18.392599,18.4172
Gaia DR2 3336028302849787904,0,0,0,0,0,16.9128,17.016899,17.1971,17.365499,17.493
Gaia DR2 3336313351242526592,0,0,0,0,0,17.8633,17.908701,17.9991,18.0938,18.2325
Gaia DR2 3336501573889129216,0,0,0,0,0,18.1628,18.0203,17.943701,17.9741,17.9895
Gaia DR2 3336517134554252416,0,0,0,0,0,17.3186,17.299801,17.341,17.426901,17.4993
Gaia DR2 3336580566927314048,0,0,0,0,0,0,0,0,0,0
Gaia DR2 3337943549028544128,0,0,0,0,0,15.228,15.4914,15.7487,15.9855,16.126301
Gaia DR2 3338064456654920960,0,0,0,0,0,19.7675,18.9263,18.5807,18.430201,18.342501
Gaia DR2 3338258765268407552,0,0,0,0,0,14.0709,14.3922,14.6827,14.925,15.1159
Gaia DR2 3338529275192199296,0,0,0,0,0,0,0,0,0,0
Gaia DR2 3338631946385925248,0,0,0,0,0,16.5016,16.5072,16.590599,16.7064,16.782101
Gaia DR2 3338804466632157824,0,0,0,0,0,0,0,0,0,0
Gaia DR2 3339007292168550784,0,0,0,0,0,18.5464,18.3929,18.363199,18.4156,18.395901
Gaia DR2 3339355661260116224,0,0,0,0,0,17.387199,17.4764,17.6096,17.764099,17.8757
Gaia DR2 3342121551481066496,0,0,0,0,0,18.5079,18.3249,18.3022,18.3785,18.371901
Gaia DR2 3342633752100340096,0,0,0,0,0,17.7677,17.718201,17.7668,17.9065,17.933701
Gaia DR2 3342910386649783296,0,0,0,0,0,17.6243,17.591101,17.6492,17.7358,17.816299
Gaia DR2 3343243985350681728,0,0,0,0,0,0,0,0,0,0
Gaia DR2 3345237326915314944,0,0,0,0,0,18.149599,18.1038,18.198999,18.305901,18.437401
Gaia DR2 3345908063365625600,0,0,0,0,0,19.382999,18.861,18.6373,18.57,18.5368
Gaia DR2 3346485856726656896,0,0,0,0,0,18.7521,18.260799,18.0529,17.9939,17.969
Gaia DR2 3346603611845335424,0,0,0,0,0,19.331499,18.317301,17.895201,17.725,17.6476
Gaia DR2 334716353385995648,0,0,0,0,0,0,0,0,0,0
Gaia DR2 334723160910027136,0,0,0,0,0,16.916,17.2616,17.5839,17.8379,18.0077
Gaia DR2 3347953532952671360,0,0,0,0,0,16.165501,16.422501,16.698999,16.9401,17.108601
