designation,source_id,ra,dec,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,su,sg,sr,si,sz
Gaia DR2 16679664408473344,16679664408473344,51.0453238,11.81369545,15.02337006,0.19621143,310.7889258,-232.5488839,17.758875,17.876215,17.486515,0.38969994,18.249,17.848,17.78,17.796,17.837
Gaia DR2 4539227892919675648,4539227892919675648,281.8897724,28.3478384,24.86904568,0.158647229,309.2606321,-343.1653641,18.4689,18.968655,17.760235,1.2084198,0,0,0,0,0
Gaia DR2 3186716371850274048,3186716371850274048,72.36547639,-7.901636859,18.15310202,0.25549876,308.1093983,-42.66248327,18.944515,19.605324,18.198442,1.4068813,0,0,0,0,0
Gaia DR2 2386223463892847872,2386223463892847872,347.1712811,-21.75030913,30.38744708,0.063378938,306.8347656,-97.49231921,13.786468,13.699306,13.900424,-0.20111847,0,0,0,0,0
Gaia DR2 1934044870275074944,1934044870275074944,340.386087,43.22562898,16.00494934,0.479522162,306.4541056,-252.1695155,19.784512,20.470917,18.920803,1.5501137,0,0,0,0,0
Gaia DR2 1939308236730745472,1939308236730745472,355.9629568,47.42998407,19.18635296,0.131710181,303.7822121,-18.11153085,17.9671,18.298544,17.423403,0.87514114,19.575,18.43,17.948,17.847,17.702
Gaia DR2 2468135362175699840,2468135362175699840,17.32211131,-13.61216387,13.41023632,0.194736024,303.3803472,80.58229086,18.374092,18.53159,18.080624,0.45096588,0,0,0,0,0
Gaia DR2 5036250613743304192,5036250613743304192,20.76713163,-27.80361403,12.37375671,0.442946516,303.1567609,109.3266011,19.770775,20.290634,19.037155,1.253479,0,0,0,0,0
Gaia DR2 377431181828043136,377431181828043136,14.05117688,45.33882333,14.60056496,0.16492529,302.4005283,-59.90249049,18.21297,18.599129,17.621166,0.9779625,20.07,18.749,18.16,17.904,17.796
Gaia DR2 2645946252315491200,2645946252315491200,354.2830687,0.545638896,19.25295275,0.196307338,302.0993028,161.7465726,17.839405,18.168257,17.317642,0.85061455,19.26854,18.25378,17.81056,17.61847,17.56579
Gaia DR2 3247999993180754048,3247999993180754048,54.34446673,-4.70191224,16.78495052,0.308000042,301.8830811,-147.5510077,19.009138,19.732046,18.336716,1.3953304,0,0,0,0,0
Gaia DR2 2243178959628653312,2243178959628653312,303.5738984,62.23798672,20.01069039,0.084792789,300.2902277,226.5298451,17.451736,17.72385,16.98715,0.73670006,0,0,0,0,0
Gaia DR2 1052520154368111872,1052520154368111872,155.7906528,63.46248072,62.72865343,0.024227906,299.9858874,222.0055398,14.606532,14.801159,14.247235,0.5539236,15.399,14.812,14.632,14.553,14.58
Gaia DR2 436541128802800768,436541128802800768,49.18614804,50.05937707,10.08671804,0.6990097,299.7872842,-8.659304512,20.234625,20.764166,19.495049,1.2691174,0,0,0,0,0
Gaia DR2 5042115172543335424,5042115172543335424,21.93712703,-23.41321061,13.46140785,0.050468108,297.6658584,56.06818522,15.442455,15.325733,15.539036,-0.21330261,0,0,0,0,0
Gaia DR2 2825325213544431360,2825325213544431360,350.0359309,19.75139003,16.84842162,0.258518919,297.4272785,21.39872198,18.790836,19.063599,18.328566,0.73503304,19.967,19.131,18.74,18.625,18.623
Gaia DR2 1841254644460354688,1841254644460354688,315.5516784,24.96111404,35.75916459,0.061993207,295.5747449,234.6317064,16.451433,16.731194,15.982722,0.74847126,17.608,16.771,16.419,16.307,16.257
Gaia DR2 2522906262603157760,2522906262603157760,12.48036792,-7.211412985,13.21933129,0.676072991,293.4691731,-28.7308383,19.762304,20.33989,18.96367,1.3762188,24.001,20.604,19.718,19.389,19.33
Gaia DR2 2967765196867608704,2967765196867608704,87.25603628,-17.65595356,13.6273426,0.606401498,291.8956635,-223.7514957,19.792028,20.441196,19.021627,1.419569,0,0,0,0,0
Gaia DR2 2614758291460624128,2614758291460624128,333.9127548,-10.35809202,19.486604,0.347694397,291.6052013,-280.0021756,18.871225,19.416733,18.07263,1.3441029,0,0,0,0,0
Gaia DR2 2591091789004351104,2591091789004351104,17.73075046,14.65584558,19.525068,0.09671061,291.4742287,-81.93016662,16.926203,16.97685,16.748028,0.22882271,17.26901,16.93566,16.96809,17.03349,17.18025
Gaia DR2 3348678699526809600,3348678699526809600,90.63090621,15.8840771,26.50676748,0.084871938,288.9932859,-135.0386006,16.756289,16.926529,16.394533,0.5319958,0,0,0,0,0
Gaia DR2 2337117277436602112,2337117277436602112,2.193082783,-23.44545711,20.72886625,0.244189942,288.8368324,-220.7149164,18.164677,18.541988,17.62556,0.9164276,0,0,0,0,0
Gaia DR2 2818727009902345600,2818727009902345600,349.0535756,17.34592792,15.23249182,0.141224586,288.5068407,-19.424044,17.816154,18.322906,17.144722,1.1781845,20.3,18.54,17.76,17.44,17.31
Gaia DR2 443090202311138304,443090202311138304,52.61171038,51.97439631,13.77570784,0.448700017,288.4684217,-145.8796378,19.59625,20.175245,18.856462,1.3187828,0,0,0,0,0
Gaia DR2 313302818972980736,313302818972980736,16.02131782,31.03504421,14.61244883,0.163676763,288.0925813,-82.26601576,17.913055,17.994583,17.626585,0.36799812,18.525,18.045,17.914,17.894,17.865
Gaia DR2 4198415610866926848,4198415610866926848,287.8726981,-11.57814464,23.30795576,0.102142387,287.8770634,56.18117776,16.896135,17.128462,16.505377,0.623085,0,0,0,0,0
Gaia DR2 4073522222505044224,4073522222505044224,284.2892583,-26.85019589,25.33153408,0.074377582,287.7879388,-95.95872494,16.370562,16.523046,16.023851,0.4991951,0,0,0,0,0
Gaia DR2 2371281440173323264,2371281440173323264,14.16117603,-15.81558347,23.7547467,0.140729315,287.4281044,-93.54603179,17.888817,18.356134,17.293612,1.0625229,0,0,0,0,0
Gaia DR2 2571255053050563072,2571255053050563072,31.83222697,11.19932914,15.45021455,0.424906172,287.1898958,175.2697789,19.046759,19.560362,18.307077,1.2532845,21.835,19.811,18.974,18.684,18.466
Gaia DR2 2769930207121379968,2769930207121379968,357.474035,13.10377534,14.13370549,0.059177116,286.676491,43.10223905,16.083616,16.107365,16.03871,0.068655014,16.466,16.026,16.138,16.318,16.511
Gaia DR2 446199342020477184,446199342020477184,47.91821948,52.96664574,11.84162484,0.372558924,285.9435227,-221.5096894,19.447474,19.901665,18.9618,0.9398651,0,0,0,0,0
Gaia DR2 2770050431846042624,2770050431846042624,356.7588783,13.21448379,17.19240501,0.168328432,285.1718393,19.74515653,17.99575,18.3345,17.50077,0.8337288,19.35,18.388,17.959,17.809,17.767
Gaia DR2 35497904701569920,35497904701569920,44.90129579,17.42529666,14.33311167,0.329268198,284.3666317,-96.47627139,18.701582,19.03436,18.042873,0.9914875,0,0,0,0,0
Gaia DR2 2348747743931814656,2348747743931814656,11.3659233,-23.60876043,21.08964233,0.119197278,283.5156656,-145.2996629,16.668972,16.598557,16.62935,-0.030794144,0,0,0,0,0
Gaia DR2 3189621320226676736,3189621320226676736,63.11093618,-11.29662667,28.49333726,0.050552269,282.7002572,-37.14630836,15.397765,15.534576,15.10229,0.43228626,0,0,0,0,0
Gaia DR2 2300234782654298624,2300234782654298624,323.4405354,83.06145185,37.8640019,0.037423894,282.6932538,567.3880466,13.066317,12.963247,13.199201,-0.23595333,0,0,0,0,0
Gaia DR2 5043140153603589760,5043140153603589760,21.12244964,-22.03680248,16.69981346,0.296325735,282.0098454,-222.1448402,19.275671,19.919622,18.501001,1.4186211,0,0,0,0,0
Gaia DR2 2346642484109864960,2346642484109864960,9.106987678,-25.59787522,12.94784179,0.246230469,280.9768597,121.5648617,18.674953,18.982164,18.168589,0.81357574,0,0,0,0,0
Gaia DR2 5163016990097716352,5163016990097716352,51.72937185,-10.73966279,17.04827947,0.221226303,280.641606,-365.9607251,18.286871,18.707426,17.69177,1.0156555,0,0,0,0,0
Gaia DR2 5120806390814167936,5120806390814167936,31.36745164,-26.16148493,16.81242999,0.283991563,278.8866065,30.05770856,19.219454,19.83532,18.371416,1.4639034,0,0,0,0,0
Gaia DR2 2773073470346643200,2773073470346643200,1.596832248,18.00233712,17.25872439,0.113654207,278.2274984,-322.4699494,16.980316,17.049974,16.717651,0.33232307,17.396,17.054,16.975,17.028,17.125
Gaia DR2 4139531467491239680,4139531467491239680,257.8627461,-14.79942654,44.09899,0.039035929,278.1558887,-273.6611007,14.2758,14.260555,14.179745,0.08081055,0,0,0,0,0
Gaia DR2 4440264291578812928,4440264291578812928,248.139414,8.855182757,77.37638621,0.034024837,278.0214019,-259.0286973,14.90637,15.257437,14.381951,0.8754854,16.43,15.349,14.887,14.703,14.644
Gaia DR2 288287451972695808,288287451972695808,22.77328405,20.15680431,13.50820716,0.080274709,275.9694476,7.269475202,16.7086,16.765127,16.57713,0.18799782,17.15,16.693,16.772,16.842,17.06
Gaia DR2 5151008051083531392,5151008051083531392,32.57107913,-12.88656246,13.08739642,0.373653573,275.4016671,-59.05745531,19.10321,19.804163,18.319061,1.4851017,21.969,19.947,19.068,18.669,18.501
Gaia DR2 1874330118886582016,1874330118886582016,339.2778448,22.34825422,11.09612209,0.488217578,275.1829142,-36.35553831,19.60053,19.919958,19.140255,0.77970314,21.158,20.004,19.485,19.36,19.462
Gaia DR2 3175193288128400896,3175193288128400896,65.43449965,-16.00375799,21.28613369,0.115667837,275.0531001,-171.6425367,17.317059,17.53051,16.919792,0.6107178,0,0,0,0,0
Gaia DR2 920486606217458944,920486606217458944,118.4894829,39.60159945,10.12003979,0.318673209,274.9078336,-224.7345861,19.211021,19.54677,18.61107,0.93569946,21.064,19.743,19.192,18.958,18.829
Gaia DR2 2826254713186397440,2826254713186397440,354.7359198,21.02250955,25.35653202,0.132739766,273.4086,176.1931721,17.699574,18.127188,17.064291,1.0628967,19.622,18.243,17.643,17.359,17.366
Gaia DR2 2177776331525931136,2177776331525931136,321.608118,55.22647989,29.77722299,0.034726602,271.8220147,190.1835819,14.770581,14.7303705,14.795043,-0.06467247,0,0,0,0,0
Gaia DR2 2188860027203347968,2188860027203347968,314.9391333,55.29347275,44.07044807,0.074560927,271.6827701,418.1078482,17.07894,17.66659,16.343987,1.3226032,19.97,17.97,17.02,16.67,16.49
Gaia DR2 2555215995900584448,2555215995900584448,6.903787287,5.699730833,46.09087227,0.077933925,270.6796925,-264.4404195,15.972866,16.33697,15.445282,0.8916874,17.547,16.417,15.941,15.757,15.685
Gaia DR2 2063993125898602368,2063993125898602368,308.3350157,38.59752291,19.9521484,0.108823192,269.147419,147.501418,17.955494,18.324968,17.42425,0.9007187,19.26,18.356,17.956,17.758,17.654
Gaia DR2 126972461769858816,126972461769858816,40.11810998,27.03228908,21.52910915,0.194174815,268.2470281,-48.01072113,18.546907,18.890947,17.926895,0.9640522,20.45384,19.03479,18.46302,18.21654,18.12204
Gaia DR2 6852872246369917056,6852872246369917056,305.0222173,-22.70352719,14.4707932,0.289583354,266.6829574,-36.9065556,18.421722,18.834942,17.876467,0.9584751,0,0,0,0,0
Gaia DR2 5676011388625525120,5676011388625525120,138.8473163,-21.82321222,11.96573202,0.236622827,266.4699499,-306.5914806,18.533836,18.857302,18.032574,0.824728,0,0,0,0,0
Gaia DR2 2460778770391950848,2460778770391950848,27.88454419,-11.20047003,15.66917728,0.093271413,266.1144498,176.5987649,16.493849,16.554886,16.321484,0.23340225,0,0,0,0,0
Gaia DR2 561231932144411008,561231932144411008,33.74304912,77.76500189,25.19680714,0.152941629,265.3381938,-379.0570914,18.330175,18.864395,17.624657,1.2397385,0,0,0,0,0
Gaia DR2 5059826101547795840,5059826101547795840,50.49944595,-29.5091608,15.43088879,0.16609203,265.23127,33.32058627,18.382423,18.675646,17.857187,0.81845856,0,0,0,0,0
Gaia DR2 5034051079388141696,5034051079388141696,16.47435517,-27.61596779,15.15037878,0.054641499,264.8687496,-66.47426342,15.500677,15.446769,15.57084,-0.12407112,0,0,0,0,0
Gaia DR2 1794118516552814336,1794118516552814336,324.6937092,23.15648945,23.95487459,0.044257012,264.7742336,120.7706218,15.252035,15.281184,15.155088,0.12609577,15.483,15.056,15.17,15.275,15.477
Gaia DR2 5037978844158770816,5037978844158770816,26.66031432,-24.72703713,12.66494621,0.377245514,264.7445637,-25.16811763,19.65479,20.166986,18.893068,1.2739182,0,0,0,0,0
Gaia DR2 522399453489607168,522399453489607168,30.70807388,72.12479746,11.58175413,0.692680304,264.5893409,-211.4511688,20.256268,20.717651,19.469744,1.2479076,0,0,0,0,0
Gaia DR2 4237172704241062912,4237172704241062912,298.6781264,0.327017196,19.96396092,0.193172371,264.3331997,-336.5624067,18.424059,18.94704,17.69329,1.2537498,0,0,0,0,0
Gaia DR2 1923682286712356992,1923682286712356992,352.900095,41.0247661,28.01779493,0.037736828,264.3262029,-98.46167356,13.907142,13.822233,14.0270605,-0.20482731,0,0,0,0,0
Gaia DR2 3112162508466471808,3112162508466471808,104.6895843,-1.265860273,26.94458987,0.257722222,264.2645062,-274.3464807,17.893856,18.415598,17.238842,1.1767559,0,0,0,0,0
Gaia DR2 82401833791866880,82401833791866880,38.3321667,16.66336844,17.7935091,0.108617675,264.0098631,-64.36467323,17.598318,17.822565,17.191122,0.631443,0,0,0,0,0
Gaia DR2 428839049848462080,428839049848462080,6.717670771,60.8223212,15.89426428,0.244717697,263.0596883,-32.151361,19.002913,19.55631,18.30122,1.2550907,0,0,0,0,0
Gaia DR2 6892132782942459136,6892132782942459136,318.8454247,-11.54476938,17.11391249,0.285675271,262.8785388,-117.6416722,18.878887,19.439411,18.265873,1.1735382,21.329,19.607,18.807,18.528,18.331
Gaia DR2 3476329040276360576,3476329040276360576,185.64678,-26.3556611,18.39932785,0.308099147,262.7222899,-37.20086685,18.77433,19.35122,18.046984,1.3042355,0,0,0,0,0
Gaia DR2 2364587647743373056,2364587647743373056,3.770988735,-20.68695272,19.61540723,0.291436007,261.6083438,-165.8918795,18.606651,19.091763,17.945242,1.1465206,21.101,19.209,18.529,18.193,18.074
Gaia DR2 334716353385995648,334716353385995648,37.64055991,38.57577395,15.14415199,0.328628988,259.2373268,29.24432147,19.019651,19.63662,18.40967,1.2269497,0,0,0,0,0
Gaia DR2 2784832914708609536,2784832914708609536,15.68102976,17.66907967,16.29441028,0.13015059,259.1133806,-6.442413425,17.47616,17.560438,17.29998,0.260458,17.837,17.519,17.527,17.587,17.704
Gaia DR2 1913048360003157504,1913048360003157504,350.8732459,35.14588988,22.61589452,0.084217504,259.081371,14.80294832,17.112118,17.329643,16.733564,0.5960789,17.936,17.364,17.109,17.038,17.082
Gaia DR2 2292861388958880640,2292861388958880640,282.7790529,77.64346403,32.89632833,0.068155709,258.5208963,-66.72976233,17.049381,17.486288,16.446564,1.0397243,19.07,17.6,16.97,16.72,16.64
Gaia DR2 544718680539607680,544718680539607680,52.55994978,74.0315369,18.48573826,0.059803957,257.7469539,-297.7397948,16.794735,16.878323,16.569454,0.3088684,0,0,0,0,0
Gaia DR2 31888624639357952,31888624639357952,41.44717681,13.23368751,12.64652111,0.357324875,257.4105565,-22.13515898,19.041344,19.4641,18.408062,1.0560379,0,0,0,0,0
Gaia DR2 983979721933760768,983979721933760768,112.6040845,53.53626876,27.56079242,0.174839189,257.2755928,-89.33411237,17.963972,18.557196,17.256823,1.3003731,0,0,0,0,0
Gaia DR2 3789156870225942656,3789156870225942656,164.4494934,-4.225733054,27.52754405,0.090260589,257.2248182,-159.9449584,16.482084,16.647186,16.1899,0.45728683,0,0,0,0,0
Gaia DR2 2799839702239434240,2799839702239434240,6.290417187,21.62692543,13.21380067,0.349098706,257.1414432,42.31208249,18.721123,19.03873,18.22444,0.814291,20.085,19.063,18.675,18.536,18.45
Gaia DR2 2482521745974836352,2482521745974836352,21.27546065,-4.284444703,10.83526919,0.604705897,255.3497668,-52.32212933,19.646816,20.013056,18.998442,1.0146141,21.553,20.169,19.561,19.315,19.196
Gaia DR2 3352613061365752576,3352613061365752576,101.5651176,13.51687299,12.56927822,0.658055613,255.2277419,-145.7811527,19.818762,20.536097,19.04873,1.4873657,0,0,0,0,0
Gaia DR2 3235993150111995392,3235993150111995392,82.51503251,3.351432677,11.07684723,0.474852791,254.8963587,-208.5717887,19.60078,20.187391,18.875355,1.3120365,22.337,20.399,19.565,19.313,19.258
Gaia DR2 2453359089835483136,2453359089835483136,23.59986717,-15.40447859,13.87550316,0.158780809,254.3142792,-81.74908665,17.632702,17.800484,17.284075,0.5164089,0,0,0,0,0
Gaia DR2 2735175263041913088,2735175263041913088,332.4473942,14.49750144,36.85896813,0.045145409,253.9391704,250.2221065,15.528029,15.667358,15.247877,0.41948128,16.136,15.661,15.539,15.54,15.603
Gaia DR2 1831618524556441216,1831618524556441216,307.3805785,24.72259308,20.33151827,0.154096256,253.7414194,-0.986011189,18.402502,18.903028,17.674585,1.2284431,0,0,0,0,0
Gaia DR2 419438916923451648,419438916923451648,6.876209753,53.41331704,14.45945911,0.483361774,253.1118417,99.30508814,19.814669,20.324858,19.10715,1.2177086,0,0,0,0,0
Gaia DR2 134083729316431872,134083729316431872,37.52631826,32.24468294,16.93057841,0.071880173,253.0950858,31.08724684,16.544458,16.637854,16.33918,0.29867363,0,0,0,0,0
Gaia DR2 2587993017344962688,2587993017344962688,26.62202557,14.07753538,12.11759254,0.513688424,252.6855942,51.684052,19.54864,19.968838,19.14036,0.82847786,21.41063,20.01783,19.39303,19.26437,19.81201
Gaia DR2 208021900557436800,208021900557436800,81.73532226,44.59249625,25.79246571,0.160949475,252.1624722,-373.0951322,17.984882,18.516613,17.27839,1.2382221,0,0,0,0,0
Gaia DR2 1911410083380807936,1911410083380807936,349.5726114,34.14877648,10.73818036,0.464037291,251.951604,48.36398137,19.548607,19.83746,19.01818,0.8192787,20.73,19.95,19.529,19.36,19.375
Gaia DR2 2749042299395966976,2749042299395966976,6.477171594,8.182374903,14.79087644,0.379478152,251.8942978,-59.07628931,19.153538,19.529963,18.575712,0.95425034,21.729,19.647,19.093,18.946,18.806
Gaia DR2 55103056018558592,55103056018558592,51.76822352,17.48588736,14.61892469,0.503460227,251.781701,120.8369119,19.247562,19.681612,18.649323,1.0322895,21.07,19.78,19.21,18.93,18.91
Gaia DR2 2196285097938255232,2196285097938255232,318.000007,63.30588142,10.27324416,0.869735386,251.6599935,10.25165317,20.56658,21.137375,19.684263,1.4531116,0,0,0,0,0
Gaia DR2 5113019481963347072,5113019481963347072,51.34859969,-14.76079131,16.57890884,0.336080467,251.2784926,-107.5516517,18.78838,19.210115,18.09199,1.1181259,21.382,19.525,18.724,18.436,18.319
Gaia DR2 2600033326799287296,2600033326799287296,333.0759426,-14.49571446,26.3423863,0.036350545,250.5266802,90.64156856,15.013346,15.129546,14.745653,0.383893,0,0,0,0,0
Gaia DR2 5149828343826748800,5149828343826748800,30.50637761,-12.45401401,16.72787377,0.286168938,250.4796419,163.0197107,18.604961,19.081678,17.923653,1.1580257,20.628,19.214,18.542,18.297,18.151
Gaia DR2 2432326467481267712,2432326467481267712,353.2451264,-13.1508543,10.88044539,0.546146348,249.7718999,26.95747429,19.807365,20.194363,19.06798,1.1263828,0,0,0,0,0
Gaia DR2 1965523617599014528,1965523617599014528,321.0717139,40.52833194,15.95379575,0.360927961,249.5889563,-52.59791999,19.717194,20.321733,18.970549,1.3511848,0,0,0,0,0
Gaia DR2 5024591705975610752,5024591705975610752,30.42318515,-26.84391526,21.88983863,0.098035644,249.44425,-13.26389548,17.054295,17.192976,16.762064,0.43091202,0,0,0,0,0
Gaia DR2 318066311366852736,318066311366852736,25.33708217,35.62123402,17.04676488,0.158645439,249.2470976,66.9882503,17.36464,17.512403,17.018635,0.4937687,0,0,0,0,0
