designation,source_id,ra,dec,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,su,sg,sr,si,sz
Gaia DR2 2011082015032466816,2011082015032466816,354.2076733,58.90062415,12.36765706,0.228799406,179.6828021,144.7355032,18.884773,19.265127,18.302792,0.9623356,0,0,0,0,0
Gaia DR2 1715550748526849792,1715550748526849792,213.0217024,79.90060002,15.7229138,0.148383841,179.3426534,-228.1833067,18.403809,18.742926,17.864702,0.8782234,0,0,0,0,0
Gaia DR2 2416481783371550976,2416481783371550976,1.895894938,-16.09239174,12.38909241,0.072993235,179.2934307,-64.40919325,16.167883,16.155,16.154516,0.000484467,0,0,0,0,0
Gaia DR2 1999411936053433856,1999411936053433856,356.1146525,58.98468918,13.93014669,0.164997658,179.1643875,63.27719355,18.37739,18.60989,17.9227,0.6871891,20.079,21.954,19.928,18.462,18.412
Gaia DR2 2320245997358160128,2320245997358160128,4.078319987,-29.97885253,10.91283584,0.250985971,178.9938588,66.12172702,18.668512,18.866568,18.24236,0.62420845,0,0,0,0,0
Gaia DR2 1958785020063453312,1958785020063453312,334.363605,42.69780594,12.96454647,0.383642499,178.8936284,-23.78346688,19.684464,20.124197,19.173069,0.951128,21.842,20.215,19.606,19.377,19.655
Gaia DR2 561268598280544384,561268598280544384,39.93919941,77.0828859,10.80255158,0.760275265,178.8030583,-60.56428539,20.420057,20.848228,19.675129,1.1730995,24.989,21.367,20.437,19.954,19.986
Gaia DR2 1578585611551014528,1578585611551014528,195.400618,57.95059363,15.37047413,0.2093273,178.7502379,-107.0962567,18.62041,18.909767,18.120392,0.7893753,19.967,19.012,18.591,18.458,18.462
Gaia DR2 271431144150632832,271431144150632832,62.97198295,50.38210033,15.40444174,0.442141334,178.6745523,-166.6485361,19.535372,20.28855,18.722593,1.5659561,0,0,0,0,0
Gaia DR2 591207406550605312,591207406550605312,136.3122173,9.073148604,16.79024514,0.081970787,178.5978964,-256.8958135,16.6944,16.71611,16.537054,0.17905617,16.95455,16.69713,16.73638,16.83706,16.98905
Gaia DR2 139623068897753856,139623068897753856,42.43509584,33.12491701,27.99860839,0.085405063,178.3975944,260.6168876,16.999664,17.34574,16.477112,0.86862755,18.47,17.43,16.97,16.79,16.73
Gaia DR2 2467261246135974400,2467261246135974400,25.98103159,-6.819070542,18.58600355,0.206540385,178.3240564,25.49795126,18.453234,18.86217,17.890295,0.97187424,20.435,19.008,18.439,18.192,18.158
Gaia DR2 1972829799343330432,1972829799343330432,327.3818177,43.63945787,11.40803118,0.090295322,178.1052775,-14.47069544,17.50657,17.524908,17.3457,0.17920876,0,0,0,0,0
Gaia DR2 19388307008211584,19388307008211584,38.66152733,7.275904064,13.66421024,0.211464231,178.0842781,50.72606532,18.087568,18.33901,17.693844,0.6451664,19.102,18.385,18.081,17.969,17.983
Gaia DR2 1748922296525519872,1748922296525519872,307.5178934,7.494670964,24.1683242,0.054879194,178.0776855,-185.9178928,16.051323,16.107063,15.853843,0.25322056,0,0,0,0,0
Gaia DR2 2225398718438581760,2225398718438581760,343.0473,68.65430078,20.07487168,0.15521675,177.7742017,96.78346698,18.592459,19.076622,17.943481,1.1331406,0,0,0,0,0
Gaia DR2 105240786245136256,105240786245136256,29.60848605,25.51254294,26.23489834,0.222173712,177.7526895,-397.2776842,18.379053,19.097868,17.521032,1.5768356,21.932,19.482,18.345,17.895,17.681
Gaia DR2 3228023859770327424,3228023859770327424,74.93082208,-0.378446523,40.3955739,0.050286072,177.4961905,-228.6945089,15.202995,15.204583,15.144343,0.060239792,15.442,15.157,15.284,15.416,15.64
Gaia DR2 1901175799087508608,1901175799087508608,338.2180076,32.08861894,15.06014677,0.154014132,177.4587241,9.620765384,17.75765,17.98505,17.317535,0.6675148,18.749,18.04,17.75,17.635,17.631
Gaia DR2 1959573541696236032,1959573541696236032,328.777446,41.05219561,16.94463916,0.131537005,177.3361252,81.06478659,17.990597,18.182259,17.617409,0.56484985,0,0,0,0,0
Gaia DR2 161053615673941248,161053615673941248,72.13149544,32.11413951,11.39998649,0.9388449,177.2921601,-82.46416969,20.082472,20.216997,19.852922,0.3640747,0,0,0,0,0
Gaia DR2 2416481779075909376,2416481779075909376,1.893255381,-16.0872495,12.2942854,0.718323675,176.9867562,-64.12853073,20.003353,20.478659,19.183062,1.2955971,0,0,0,0,0
Gaia DR2 2822330113802737408,2822330113802737408,359.4621884,19.81943711,24.92416999,0.121451614,176.8048578,262.5694256,17.075562,17.382208,16.606932,0.7752762,20.159,17.427,16.895,16.926,17.037
Gaia DR2 4154963942133386880,4154963942133386880,277.6650774,-10.6176627,14.31582528,0.061703974,176.7752857,-235.9067449,15.333776,15.275963,15.396157,-0.120194435,0,0,0,0,0
Gaia DR2 423974707328909440,423974707328909440,14.84596558,56.4271573,14.71414392,0.068539557,176.7235477,16.3518044,16.506638,16.503471,16.406885,0.09658623,0,0,0,0,0
Gaia DR2 2774568290763823872,2774568290763823872,10.88673181,11.03267083,13.81420999,0.158473066,176.4560842,-128.9503023,17.784834,17.850958,17.615294,0.23566437,18.232,17.83,17.833,17.908,18.051
Gaia DR2 2069653789716271744,2069653789716271744,309.9767284,43.60777359,15.9551233,0.288270708,176.2474967,-241.1600444,19.226969,19.913872,18.56179,1.3520813,0,0,0,0,0
Gaia DR2 490169022466344448,490169022466344448,58.27920516,66.8539313,15.06480466,0.377779218,176.1946308,-274.1115571,19.430433,20.06916,18.649042,1.4201183,0,0,0,0,0
Gaia DR2 452244667407804800,452244667407804800,39.08277289,52.73606548,34.70796947,0.038996778,175.7814902,-165.8355508,13.88571,13.785965,14.010325,-0.22436047,0,0,0,0,0
Gaia DR2 269226279739467904,269226279739467904,83.84753192,57.26474364,24.33957567,0.152006256,175.7514848,-219.3616352,17.935266,18.434414,17.259678,1.174736,0,0,0,0,0
Gaia DR2 1443266623871074816,1443266623871074816,202.5237297,23.48609319,14.81407287,0.256246316,175.7471254,13.39099677,18.750732,19.033081,18.274174,0.7589073,19.868,19.05,18.723,18.599,18.531
Gaia DR2 2857547329505058176,2857547329505058176,8.567670944,27.57530851,11.51009578,0.276354023,175.6473567,54.53287339,18.843899,19.183182,18.389912,0.7932701,20.258,19.201,18.828,18.646,18.645
Gaia DR2 362287638243286400,362287638243286400,10.68923727,34.05163848,11.35126833,0.927038295,175.3753942,-51.29648455,20.198233,20.80686,19.531864,1.2749958,23.923,21.07,20.117,19.782,19.646
Gaia DR2 574763316803724160,574763316803724160,45.22512835,86.75747375,14.91228543,0.199516317,175.3459533,-161.0838826,18.563475,18.953924,17.993135,0.9607887,0,0,0,0,0
Gaia DR2 2603819009757977088,2603819009757977088,345.2374931,-12.06996504,13.30263473,0.253523216,175.2052362,47.9685839,18.190105,18.454287,17.6869,0.7673874,0,0,0,0,0
Gaia DR2 5058635403471767680,5058635403471767680,49.30126832,-29.19485788,31.6697437,0.081875337,174.8808507,-469.4820453,17.242132,17.648643,16.66427,0.9843731,0,0,0,0,0
Gaia DR2 377196947196848128,377196947196848128,14.24793563,43.79264011,19.97770345,0.194765772,174.8324067,-3.093310007,17.523771,17.702879,17.198042,0.50483704,18.257,17.718,17.512,17.496,17.556
Gaia DR2 200816315526176384,200816315526176384,75.01530247,40.54229082,19.44797192,0.134208914,174.6701027,-135.058638,17.450787,17.662403,17.113255,0.54914856,0,0,0,0,0
Gaia DR2 3410496365678521216,3410496365678521216,69.52208577,18.97619918,12.84637421,0.328858405,174.5207582,-38.28567389,18.87029,19.203606,18.431126,0.77248,20.341,19.293,18.748,18.658,18.82
Gaia DR2 2469900005324049280,2469900005324049280,17.26835144,-10.70439342,16.85219466,0.234358447,174.4642538,-27.4356967,18.754807,19.197924,18.08639,1.1115341,20.89,19.418,18.679,18.43,18.33
Gaia DR2 2698026093739557120,2698026093739557120,322.1968376,3.489895964,11.46577012,0.314837369,174.4299594,34.85718585,19.025969,19.304789,18.588482,0.7163067,20.463,19.419,18.975,18.836,18.76
Gaia DR2 5025231827901569664,5025231827901569664,26.12769122,-27.22645418,14.43545679,0.14607934,174.2478382,-53.48827659,18.029545,18.062706,17.752861,0.30984497,0,0,0,0,0
Gaia DR2 3258803347758982400,3258803347758982400,61.88514479,1.538745774,10.77135627,0.641896112,174.2327438,-53.20021918,19.980444,20.419058,19.182756,1.2363014,0,0,0,0,0
Gaia DR2 2368673162369962112,2368673162369962112,5.116730005,-15.596222,10.37171843,0.506319212,174.1767303,6.547699707,19.230165,19.505318,18.743528,0.7617893,20.453,19.562,19.149,19.043,19.021
Gaia DR2 6801786157301360896,6801786157301360896,314.0355078,-27.29004914,12.19822942,0.208890523,174.1602633,-16.60073286,17.140081,17.195026,16.956299,0.23872757,0,0,0,0,0
Gaia DR2 3221744063532438400,3221744063532438400,80.32467999,0.971256118,15.70974104,0.31054502,174.1253496,200.5878265,19.01119,19.477701,18.365961,1.1117401,21.199,19.64,18.946,18.697,18.597
Gaia DR2 4235363324709295872,4235363324709295872,297.639581,-1.591901124,11.6491932,0.559878084,173.3666358,-8.01067419,20.026703,20.52691,19.211872,1.3150387,0,0,0,0,0
Gaia DR2 3302846072717868416,3302846072717868416,58.84237434,9.788346834,28.5889556,0.053562274,173.2721846,-5.509866138,14.564441,14.510686,14.644198,-0.1335125,0,0,0,0,0
Gaia DR2 2469900009618822656,2469900009618822656,17.26499315,-10.70405337,16.36938274,0.076538237,173.0353062,-28.61186113,16.619986,16.715508,16.397896,0.3176117,17.119,16.702,16.634,16.682,16.812
Gaia DR2 3251618000616770560,3251618000616770560,61.63563281,-4.547011992,20.34927208,0.107306591,172.9856485,79.98074307,17.178717,17.396263,16.758186,0.6380768,18.12,17.441,17.163,17.082,17.122
Gaia DR2 837941213142775680,837941213142775680,169.2869171,50.17561552,18.57193424,0.257603995,172.6261989,-123.8865202,18.62134,19.107239,17.89536,1.2118778,21.243,19.337,18.57,18.288,18.132
Gaia DR2 2407167579853954688,2407167579853954688,348.8774352,-14.66850012,34.66626559,0.049152016,172.3572942,-59.60871959,15.507097,15.580989,15.321778,0.2592106,0,0,0,0,0
Gaia DR2 2273004926219966976,2273004926219966976,322.7510324,72.46088589,14.78759762,0.103903326,172.3502164,201.3665697,17.86071,18.07296,17.406542,0.6664181,18.783,18.134,17.826,17.731,17.715
Gaia DR2 188525291651254528,188525291651254528,77.00911968,39.34051207,17.65999284,0.564837251,172.08778,-143.3008012,19.178923,19.59584,18.493658,1.1021824,0,0,0,0,0
Gaia DR2 101854122928108288,101854122928108288,36.28888907,24.17509986,13.55614934,0.121758496,172.0745445,-19.33714325,17.465572,17.530668,17.261105,0.26956367,17.826,17.517,17.481,17.543,17.644
Gaia DR2 2284456545980836736,2284456545980836736,319.6956909,76.98331441,13.66145795,0.161245487,172.0306398,54.59662143,18.416368,18.59574,18.003895,0.59184456,0,0,0,0,0
Gaia DR2 1961068873218744448,1961068873218744448,328.6359545,43.24420738,12.07639437,0.358973636,172.0261481,88.84509711,19.335611,20.010296,18.60165,1.4086456,0,0,0,0,0
Gaia DR2 2237893023118101504,2237893023118101504,301.7302133,61.71882058,29.84381869,0.088884679,171.9841879,-162.1814818,16.369488,16.78245,15.795583,0.98686695,18.16,16.91,16.34,16.13,16.06
Gaia DR2 2872720967925458560,2872720967925458560,352.7469318,33.83937843,12.02580363,0.368923503,171.9006852,81.77165088,19.092247,19.454432,18.542238,0.9121933,18.834,21.689,24.802,18.026,20.019
Gaia DR2 2411340531424191104,2411340531424191104,346.3262168,-13.2357813,14.67323097,0.291476916,171.8275643,-5.646850362,18.650803,19.12982,18.09449,1.0353298,0,0,0,0,0
Gaia DR2 1982007942588993408,1982007942588993408,338.3341135,43.56725221,10.84752167,0.272387158,171.7702548,-45.67926225,19.375647,19.773474,18.753225,1.0202484,0,0,0,0,0
Gaia DR2 5070824035324313472,5070824035324313472,39.20691477,-25.83349371,21.06718737,0.268483352,171.7328784,-124.7906615,18.670944,19.303755,17.962498,1.3412571,0,0,0,0,0
Gaia DR2 2564860667085575552,2564860667085575552,22.64198581,5.448641307,12.203092,0.451033232,171.7151145,-142.9170973,19.325497,19.9108,18.566004,1.3447971,20.736,20.358,19.292,18.529,18.846
Gaia DR2 3422405214775411840,3422405214775411840,78.97394187,28.65422856,33.31051942,0.084375558,171.4829021,-102.1665387,16.41355,16.645052,16.006073,0.63897896,0,0,0,0,0
Gaia DR2 6810121207059707264,6810121207059707264,327.8275044,-27.69835484,16.79216788,0.200300513,171.4062774,-81.62433839,18.385933,18.82177,17.8615,0.9602699,0,0,0,0,0
Gaia DR2 23344972615470720,23344972615470720,38.52429319,9.770691383,11.47648779,0.142123463,171.1266347,-85.38040159,17.709946,17.992815,17.198715,0.7940998,0,0,0,0,0
Gaia DR2 2870129010998688512,2870129010998688512,351.1894785,30.24465469,11.90199327,0.111438166,171.0952953,-47.44529874,17.452387,17.55481,17.20753,0.3472805,17.998,17.542,17.476,17.504,17.604
Gaia DR2 458558784733311232,458558784733311232,34.39105066,57.11305105,25.10283794,0.044179448,171.0432494,-23.68526948,13.6589365,13.504481,13.844311,-0.33982944,0,0,0,0,0
Gaia DR2 3952184341199008384,3952184341199008384,186.4884287,21.23351594,11.85031434,0.364194464,170.9661,-133.6882989,19.010103,19.64501,18.25888,1.3861294,22.066,19.906,18.909,18.597,18.429
Gaia DR2 25405350031335296,25405350031335296,40.53591571,11.20790425,29.49583489,0.065856143,170.7765367,-293.4830089,16.124454,16.21971,15.902146,0.31756306,0,0,0,0,0
Gaia DR2 2155960371551164416,2155960371551164416,285.8330138,60.59832767,24.27938167,0.027187727,170.6117691,85.71825564,15.037154,15.04219,15.009684,0.03250599,0,0,0,0,0
Gaia DR2 2527045889522365824,2527045889522365824,8.107918626,-5.149588996,12.75134535,0.312955463,170.5244964,-24.90768347,19.091469,19.57979,18.472727,1.1070633,21.332,19.696,19.002,18.759,18.664
Gaia DR2 2732515029018125312,2732515029018125312,341.1801165,15.2310891,17.13139887,0.219573872,170.5092831,259.1340407,18.01338,18.357708,17.501625,0.8560829,19.445,18.43,17.97,17.808,17.719
Gaia DR2 2587491678697364224,2587491678697364224,25.92769571,13.17049266,11.70903593,0.173248781,170.4067319,20.03301486,17.604902,17.72468,17.348467,0.37621307,18.10772,17.67076,17.61481,17.6451,17.70177
Gaia DR2 2460110885797604992,2460110885797604992,26.51223706,-12.97989145,22.35654486,0.093299071,170.3960878,66.48580796,16.960691,17.146091,16.590004,0.5560875,0,0,0,0,0
Gaia DR2 490062094962403200,490062094962403200,57.72392859,66.07563147,10.07385164,0.301211169,170.3482033,-71.27691788,19.411863,19.608036,19.011454,0.5965824,0,0,0,0,0
Gaia DR2 3624419787520057472,3624419787520057472,199.0232315,-9.984549946,21.2069143,0.110215942,170.1756162,-178.3992766,16.736109,16.843718,16.464502,0.37921524,0,0,0,0,0
Gaia DR2 4081702142322988544,4081702142322988544,284.7621997,-22.11092489,14.69998548,0.393305121,170.0990286,-224.9352651,19.30452,19.83923,18.584784,1.254446,0,0,0,0,0
Gaia DR2 591040864898749312,591040864898749312,139.0119438,10.18595102,25.76900759,0.066014155,169.9242323,-81.73085506,15.7648325,15.805245,15.616007,0.18923855,15.9887,15.7736,15.81318,15.91974,16.07146
Gaia DR2 371070026026145792,371070026026145792,16.72575587,39.51584467,19.60228772,0.09046204,169.8194716,12.60564244,15.477174,15.513352,15.375726,0.13762665,0,0,0,0,0
Gaia DR2 2742789930821144320,2742789930821144320,356.8971172,3.076515214,39.73937352,0.077070187,169.7836681,231.4553324,16.57976,17.075188,15.946747,1.1284409,19.14,17.25,16.52,16.25,16.16
Gaia DR2 2197846748054585984,2197846748054585984,329.5857174,55.09109939,10.67474092,0.107677872,169.6839645,49.50540552,17.875128,17.989397,17.594807,0.39459038,0,0,0,0,0
Gaia DR2 357479272034582528,357479272034582528,28.76000123,48.34621211,11.91731286,0.092971247,169.4509266,-57.4679321,16.90892,16.954292,16.780293,0.17399979,0,0,0,0,0
Gaia DR2 2982808337003815040,2982808337003815040,76.46934723,-17.37588758,51.67496139,0.041720159,169.4121102,663.7614982,15.7960205,16.190868,15.2273035,0.9635649,0,0,0,0,0
Gaia DR2 3159503699580678400,3159503699580678400,107.4048603,10.93118536,16.172074,0.223304691,169.3929889,-175.060988,18.605265,18.982197,18.064089,0.918108,0,0,0,0,0
Gaia DR2 3323118004821936768,3323118004821936768,89.84014559,7.529039619,12.63200933,0.934704524,169.262219,-161.4468221,20.343464,20.467728,20.260439,0.20728874,0,0,0,0,0
Gaia DR2 1277232907719022464,1277232907719022464,230.9204799,31.87966484,20.36172143,0.26035026,169.1047951,-630.3552397,19.057152,19.616392,18.352514,1.2638779,22.168,19.88,19,18.649,18.512
Gaia DR2 1004109340296754944,1004109340296754944,99.99380002,61.7897648,13.00556782,0.112863327,169.0903925,-125.3464225,16.672396,16.701437,16.559238,0.14219856,0,0,0,0,0
Gaia DR2 2572388340301051136,2572388340301051136,27.14551152,9.917103784,12.0566315,0.588749116,168.9751933,-83.01259244,19.841759,20.380873,19.092703,1.2881699,22.807,20.855,19.707,19.38,19.227
Gaia DR2 3601778888894719616,3601778888894719616,178.4314665,-3.209671198,10.74689035,0.16644539,168.6249483,-60.64780125,18.013329,18.152609,17.6916,0.46100807,18.69908,18.16115,18.01258,17.96591,18.01566
Gaia DR2 2532554129243495168,2532554129243495168,14.62403278,-2.175743344,20.11708518,0.155780171,168.4996697,-62.03272905,17.691368,17.999695,17.171122,0.8285732,19.075,18.074,17.667,17.507,17.479
Gaia DR2 566511890059499136,566511890059499136,13.35993393,81.1442352,11.58018377,0.251940931,168.4651679,36.5463146,19.296566,19.740032,18.66379,1.0762424,0,0,0,0,0
Gaia DR2 2181663959814830336,2181663959814830336,308.0855775,52.85563372,17.9017759,0.101139727,167.8176721,26.34093221,17.783115,18.054314,17.275791,0.7785225,0,0,0,0,0
Gaia DR2 2431129163744714240,2431129163744714240,3.558315646,-7.33683959,14.6753556,0.126976885,167.7234972,29.54907505,16.788105,16.763277,16.607351,0.15592575,16.891,16.781,16.938,16.889,17.372
Gaia DR2 3899975238440888064,3899975238440888064,179.304326,8.915617338,15.39143824,0.149056521,167.5931353,-81.59627716,17.3024,17.546854,16.854065,0.6927891,18.372,17.607,17.283,17.186,17.15
Gaia DR2 2903941639253177344,2903941639253177344,86.14198366,-29.71230784,23.80345504,0.067799187,167.3271452,-105.7855632,17.189354,17.647749,16.554462,1.0932865,0,0,0,0,0
Gaia DR2 1922778419431649280,1922778419431649280,357.2422698,43.00999832,18.93321495,0.149669886,167.2895554,-247.3422277,17.8677,18.396814,17.183754,1.2130604,20.32,18.64,17.81,17.5,17.36
Gaia DR2 2576459518326275072,2576459518326275072,16.25518128,6.241029522,10.20752653,0.410837684,166.9554668,32.02668756,19.165768,19.426216,18.587317,0.8388996,20.526,19.568,19.132,18.853,18.929
Gaia DR2 77986298173874176,77986298173874176,28.67469085,14.05126967,16.21260698,0.174169416,166.8652657,-218.6744213,17.66631,17.849035,17.283882,0.5651531,18.4,17.88,17.65,17.57,17.64
Gaia DR2 62271429450749824,62271429450749824,48.96302075,22.20658383,10.46159592,0.075110533,166.7785424,-4.989430909,15.869172,15.75453,16.011442,-0.25691223,0,0,0,0,0
Gaia DR2 3409742444299696256,3409742444299696256,69.84582793,18.91340747,16.84181411,0.22387552,166.2178556,24.21255266,18.23332,18.538939,17.7626,0.7763386,0,0,0,0,0
Gaia DR2 722391440239688064,722391440239688064,157.3799694,23.00190254,10.88183109,0.30266665,166.2087694,-109.9287618,18.903883,19.162172,18.475224,0.6869488,19.64601,19.13352,18.87922,18.81826,18.84244
Gaia DR2 908048587085834752,908048587085834752,125.2848757,37.46007613,18.48857738,0.236268235,165.9320064,-152.3745301,18.489775,18.952408,17.869507,1.082901,20.73709,19.14408,18.41596,18.1531,18.01458
Gaia DR2 2760193928578578816,2760193928578578816,357.6000801,10.22998502,22.23490271,0.116329578,165.8761201,-34.93388297,17.425957,17.672913,16.99108,0.68183327,18.484,17.747,17.399,17.292,17.262
Gaia DR2 1959191358331051392,1959191358331051392,329.012453,39.78433904,10.04070819,0.364678006,165.8283415,62.70644556,19.553093,19.937687,18.930487,1.0072002,0,0,0,0,0
Gaia DR2 2877532503824528640,2877532503824528640,2.233397846,36.76609009,14.33163781,0.072404474,165.4954126,-81.43363336,16.100851,16.111536,16.08109,0.030445099,0,0,0,0,0
Gaia DR2 1875741857456294912,1875741857456294912,337.4360001,24.37786297,20.05417656,0.264906769,165.4245115,-25.07901467,18.589527,19.043602,17.917126,1.1264763,20.89,19.312,18.499,18.267,18.128
Gaia DR2 2564424130905288192,2564424130905288192,21.03356094,5.941716365,11.99722843,0.354995162,165.2099956,136.4449835,18.625734,18.86325,18.111921,0.7513294,19.839,18.985,18.63,18.458,18.479
Gaia DR2 5037961629930644608,5037961629930644608,26.86459287,-24.85301888,14.79163421,0.151099993,165.1547334,-51.48013394,18.317076,18.643452,17.836521,0.80693054,0,0,0,0,0
Gaia DR2 2719908367995903744,2719908367995903744,342.571093,12.97391019,13.69008093,0.257798894,164.9637043,28.17964748,18.818243,19.168331,18.29271,0.8756218,20.359,19.253,18.785,18.575,18.558
Gaia DR2 92009503837556096,92009503837556096,28.95302486,18.33263514,12.7645658,0.3563544,164.7773329,-207.7564479,18.88472,19.311848,18.283022,1.0288258,20.934,19.398,18.815,18.615,18.584
Gaia DR2 117651695542992256,117651695542992256,50.70314554,27.14257596,10.66278832,0.166608677,164.5523066,-99.53871478,17.9264,18.06962,17.646969,0.4226513,0,0,0,0,0
Gaia DR2 1814161853317518464,1814161853317518464,310.3845468,19.45506844,13.90336749,0.385468273,164.4620013,40.34346341,19.327799,19.838259,18.59565,1.242609,0,0,0,0,0
Gaia DR2 2762071409106142080,2762071409106142080,350.4254782,9.673505004,13.91492149,0.424500594,164.2812194,119.1098811,19.278477,19.800346,18.5505,1.2498455,21.82,20.073,19.15,18.851,18.817
Gaia DR2 5141213292265583616,5141213292265583616,27.13280883,-18.41599499,13.83262282,0.184141692,164.2043974,-99.35707422,18.227835,18.42663,17.859625,0.56700516,19.078,18.419,18.204,18.11,18.206
Gaia DR2 99915890086770176,99915890086770176,35.90109529,22.45782909,12.57566936,0.074828215,164.0926384,-56.05903703,15.817655,15.75179,15.902038,-0.15024757,15.832,15.657,15.884,16.147,16.498
Gaia DR2 1888836972229230976,1888836972229230976,340.2839041,31.30846971,21.32793233,0.123509556,163.8534123,-129.6730576,17.744972,18.05339,17.28441,0.76898,18.928,18.116,17.735,17.588,17.566
Gaia DR2 522115156720215040,522115156720215040,32.95294825,71.31958809,36.99451321,0.061797719,163.7680696,-191.3613667,16.978245,17.415613,16.368193,1.0474205,19.04,17.57,16.94,16.67,16.57
Gaia DR2 2555713215673881856,2555713215673881856,8.631009402,6.681392625,14.2699368,0.351482595,163.6580603,47.59600266,18.921146,19.280582,18.327723,0.9528599,20.81,19.5,18.89,18.68,18.6
Gaia DR2 3728074738695246336,3728074738695246336,207.2603003,11.91815616,35.44407665,0.192861305,163.6163884,-526.8006765,17.833368,18.452553,17.071842,1.3807106,20.585,18.656,17.838,17.422,17.204
Gaia DR2 2845059871007824768,2845059871007824768,350.7231927,28.04934877,12.03369756,0.095879518,163.5573264,5.649808849,17.244385,17.33269,17.04902,0.28366852,17.704,17.278,17.281,17.337,17.472
Gaia DR2 3232422078080992768,3232422078080992768,74.20602125,3.197848765,16.41228538,0.360464748,163.5532298,-25.66073708,18.912432,19.338215,18.217884,1.1203308,0,0,0,0,0
Gaia DR2 3198881613315343872,3198881613315343872,66.88291079,-7.133938151,25.18139673,0.074349095,163.5424346,40.25963407,16.753063,16.924944,16.412172,0.5127716,0,0,0,0,0
Gaia DR2 5107322396824711680,5107322396824711680,56.76399102,-18.04825484,13.05403303,0.128438415,163.5173023,-14.76609602,17.418396,17.371319,17.423307,-0.0519886,0,0,0,0,0
Gaia DR2 3236884819682654848,3236884819682654848,83.31547012,5.485753659,23.51825057,0.156989948,163.4647611,145.9290473,17.848322,18.280428,17.281092,0.99933624,19.845,18.388,17.803,17.577,17.554
Gaia DR2 458842046415239936,458842046415239936,37.33729302,57.94690868,16.39614994,0.109678058,163.3726379,-158.7979626,17.682188,17.855457,17.335482,0.51997566,0,0,0,0,0
Gaia DR2 325134624944612992,325134624944612992,34.38748768,32.57832623,17.14665566,0.168321224,163.1181905,-40.39889854,17.699629,17.845718,17.402098,0.44362068,18.311,17.844,17.729,17.7,17.773
Gaia DR2 2806027925479257216,2806027925479257216,7.833343518,22.84282522,10.08476718,0.816422363,162.8196107,-53.47157955,19.665253,20.146568,18.94621,1.2003574,21.781,20.317,19.582,19.291,19.219
Gaia DR2 3018584242050693888,3018584242050693888,89.21385074,-7.809245689,13.70059262,0.391881397,162.6242662,-76.16027939,19.1024,19.533037,18.458292,1.0747452,0,0,0,0,0
Gaia DR2 82989316598530816,82989316598530816,39.53201217,18.25845972,11.49264994,0.56149792,162.5358324,-4.125980676,19.681377,19.838612,19.163378,0.67523384,0,0,0,0,0
Gaia DR2 1817995506766892800,1817995506766892800,310.8986665,21.9382696,19.20748758,0.127202452,162.2558941,-65.04826172,17.576794,17.776602,17.13782,0.6387825,0,0,0,0,0
Gaia DR2 2487647359945858816,2487647359945858816,32.34050193,-6.397248792,11.85992967,0.498080764,162.213919,80.42676172,19.564665,20.130743,18.875309,1.255434,22.917,20.33,19.472,19.189,19.053
Gaia DR2 2067643641942911104,2067643641942911104,306.9479608,41.3364109,12.9324687,0.416823354,162.1365677,-24.21980918,19.745483,20.354034,18.795588,1.5584469,0,0,0,0,0
Gaia DR2 1871118140493076224,1871118140493076224,312.2787947,37.47120739,56.89962515,0.040242144,162.0114124,148.0516819,13.056322,13.000745,13.134943,-0.13419819,0,0,0,0,0
Gaia DR2 2218132905086029440,2218132905086029440,330.3783683,64.33009345,17.07564933,0.102460758,162.0084649,-124.026299,17.855701,18.159306,17.376192,0.7831135,0,0,0,0,0
Gaia DR2 2225617113231608448,2225617113231608448,346.7522518,70.02045728,10.37113638,0.665299999,161.9909044,-16.85634178,20.451134,21.003845,19.808935,1.19491,0,0,0,0,0
Gaia DR2 3055174889519233408,3055174889519233408,112.9791489,-6.647808669,12.64226738,0.204071973,161.7828693,-322.4093083,18.427319,18.798218,17.865278,0.9329395,0,0,0,0,0
Gaia DR2 6609553037563297792,6609553037563297792,342.7262596,-27.83940967,16.18969282,0.17031762,161.7215638,-46.75339605,17.493063,17.577703,17.315685,0.2620182,0,0,0,0,0
Gaia DR2 3561884994970891520,3561884994970891520,171.3024913,-13.68806793,13.81703214,0.378782129,161.4764322,-164.4817919,19.210934,19.597242,18.549656,1.0475864,0,0,0,0,0
Gaia DR2 3621570716668882688,3621570716668882688,198.2397949,-12.39253812,18.13487742,0.251612333,161.447858,-126.0715626,18.139242,18.432587,17.488943,0.94364357,0,0,0,0,0
Gaia DR2 2050428657104831744,2050428657104831744,288.8133833,35.3263835,10.32917865,0.405809968,161.2721793,29.01042145,19.577793,19.976135,19.122229,0.85390663,0,0,0,0,0
Gaia DR2 876571935709366272,876571935709366272,122.4431754,29.34197086,30.93076541,0.064737996,160.9953194,-73.96787364,16.087822,16.244171,15.743711,0.5004597,16.81618,16.26507,16.10787,16.05755,16.08408
Gaia DR2 818250334278307456,818250334278307456,141.7306651,44.36432102,14.58629383,0.196461533,160.8432217,-255.7629721,18.239912,18.496689,17.806738,0.68995094,19.314,18.532,18.194,18.07,18.085
Gaia DR2 2512123111550915968,2512123111550915968,27.23848046,2.54045888,22.16701651,0.081960677,160.5045784,17.46908576,16.638454,16.754503,16.372364,0.3821392,17.168,16.772,16.641,16.676,16.733
